ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
2780	(logophoric singular pronoun)	Tebul_Ure	m	m
2781	(logophoric singular pronoun)	Yanda_Dom	á	á
2782	(logophoric singular pronoun)	Mombo	à	à
2783	(logophoric singular pronoun)	Ampari	á	á
2170	(plant) sprout, come up (verb)	Toro_Tegu	bɛ̌w	b ɛ̌ w
2171	(plant) sprout, come up (verb)	Toro_Tegu	bɛ̀wá	b ɛ̀ w á
2172	(plant) sprout, come up (verb)	Bangime	púr̃á	p ú rⁿ á
2173	(plant) sprout, come up (verb)	Ben_Tey	tíyɛ́	t í j ɛ́
2174	(plant) sprout, come up (verb)	Bankan_Tey	tíyɛ́	t í j ɛ́
2175	(plant) sprout, come up (verb)	Nanga	tɛ́:	t ɛ́ː
2176	(plant) sprout, come up (verb)	Jamsay_Douentza	tɔ́ɣɔ́	t ɔ́ ɣ ɔ́
2177	(plant) sprout, come up (verb)	Perge_Tegu	tɔ́gɔ́	t ɔ́ ɡ ɔ́
2178	(plant) sprout, come up (verb)	Gourou	tɔ́gɔ́	t ɔ́ ɡ ɔ́
2179	(plant) sprout, come up (verb)	Togo_Kan	tɔ́:	t ɔ́ː
2180	(plant) sprout, come up (verb)	Yorno_So	tɛ́:	t ɛ́ː
2181	(plant) sprout, come up (verb)	Yorno_So	tɛ́:	t ɛ́ː
2182	(plant) sprout, come up (verb)	Tomo_Kan_Segue	twɛ́bɛ́	t w ɛ́ b ɛ́
2183	(plant) sprout, come up (verb)	Tommo_So	túmmɔ́	t ú m m ɔ́
2184	(plant) sprout, come up (verb)	Tommo_So	sɔ́bɔ́	s ɔ́ b ɔ́
2185	(plant) sprout, come up (verb)	Dogul_Dom	tìyɛ́	t ì j ɛ́
2186	(plant) sprout, come up (verb)	Tebul_Ure	tɛ́	t ɛ́
2187	(plant) sprout, come up (verb)	Yanda_Dom	tɛ́:	t ɛ́ː
2188	(plant) sprout, come up (verb)	Yanda_Dom	tɛ́yálì	t ɛ́ j á l ì
2189	(plant) sprout, come up (verb)	Najamba	tɛ́:	t ɛ́ː
2190	(plant) sprout, come up (verb)	Najamba	tɛ̀:	t ɛ̀ː
2191	(plant) sprout, come up (verb)	Tiranige	sɔ́wɔ́	s ɔ́ w ɔ́
2192	(plant) sprout, come up (verb)	Mombo	kɛ́lɛ́	k ɛ́ l ɛ́
2193	(plant) sprout, come up (verb)	Bunoge	pújè	p ú dʒ è
2194	(plant) sprout, come up (verb)	Penange	kɛ́lɛ́	k ɛ́ l ɛ́
3207	(political) chief, boss	Toro_Tegu	kú bàsà	k ú # b à s à
3208	(political) chief, boss	Bangime	déɡè ʃíjɛ̀ⁿ	d é ɡ è # ʃ í dʒ ɛ̀ⁿ
3209	(political) chief, boss	Sangha_So	kúúnó	k úː n ó
3210	(political) chief, boss	Ben_Tey	ámbí:rù	á m b íː r ù
3211	(political) chief, boss	Bankan_Tey	ámbí:rì	á m b íː r ì
3212	(political) chief, boss	Nanga	ámbérì	á m b é r ì
3213	(political) chief, boss	Jamsay_Douentza	ámí:rⁿu	á m íː rⁿ u
3214	(political) chief, boss	Perge_Tegu	ámírù	á m í r ù
3215	(political) chief, boss	Gourou	ámí:rù	á m íː r ù
3216	(political) chief, boss	Togo_Kan	ámírⁿí	á m í rⁿ í
3217	(political) chief, boss	Yorno_So	ámìrù	á m ì r ù
3218	(political) chief, boss	Tommo_So	pàtrɔ́	p à t r ɔ́
3219	(political) chief, boss	Tommo_So	díɛ̀nɛ̀	d í ɛ̀ n ɛ̀
3220	(political) chief, boss	Tommo_So	díɛ̀m	d í ɛ̀ m
3221	(political) chief, boss	Tommo_So	kùù bàŋáá	k ùː # b à ŋ áː
3222	(political) chief, boss	Dogul_Dom	ámɛ̀ɛ̀rɛ̀	á m ɛ̀ː r ɛ̀
3223	(political) chief, boss	Tebul_Ure	ámbírí	á m b í r í
3224	(political) chief, boss	Tebul_Ure	ámbírímbò	á m b í r í m b ò
3225	(political) chief, boss	Yanda_Dom	kó bádù	k ó # b á d ù
3226	(political) chief, boss	Yanda_Dom	ámìrù	á m ì r ù
3227	(political) chief, boss	Najamba	ámbìrì	á m b ì r ì
3228	(political) chief, boss	Najamba	ámbìrìmbò	á m b ì r ì m b ò
3229	(political) chief, boss	Najamba	kî:	k îː
3230	(political) chief, boss	Najamba	kî:mbò	k îː m b ò
3231	(political) chief, boss	Tiranige	àmìrí	à m ì r í
3232	(political) chief, boss	Mombo	ámílì	á m í l ì
3233	(political) chief, boss	Bunoge	ʔàmì:rú	ʔ à m ìː r ú
3234	(political) chief, boss	Penange	kó:	k óː
2564	(rain) fall (verb only)	Toro_Tegu	mùrú	m ù r ú
2565	(rain) fall (verb only)	Toro_Tegu	mùrɔ́	m ù r ɔ́
2566	(rain) fall (verb only)	Bangime	ʒóɔ̀ⁿ	ʒ ó ɔ̀ⁿ
2567	(rain) fall (verb only)	Sangha_So	mìwɔ́	m ì w ɔ́
2568	(rain) fall (verb only)	Ben_Tey	mìrⁿɛ́	m ì rⁿ ɛ́
2569	(rain) fall (verb only)	Bankan_Tey	mìrⁿɛ́	m ì rⁿ ɛ́
2570	(rain) fall (verb only)	Nanga	wɔ̌:	w ɔ̌ː
2571	(rain) fall (verb only)	Nanga	mìrⁿé	m ì rⁿ é
2572	(rain) fall (verb only)	Jamsay_Douentza	mìrⁿé	m ì rⁿ é
2573	(rain) fall (verb only)	Perge_Tegu	mìrⁿé	m ì rⁿ é
2574	(rain) fall (verb only)	Gourou	mìrⁿé	m ì rⁿ é
2575	(rain) fall (verb only)	Togo_Kan	lɔ́wɔ́	l ɔ́ w ɔ́
2576	(rain) fall (verb only)	Yorno_So	mɛ̌:	m ɛ̌ː
2577	(rain) fall (verb only)	Yorno_So	mɛ̌:	m ɛ̌ː
2578	(rain) fall (verb only)	Tommo_So	mìyɛ́	m ì j ɛ́
2579	(rain) fall (verb only)	Dogul_Dom	wɛ̀ɛ́	w ɛ̌ː
2580	(rain) fall (verb only)	Tebul_Ure	mìrⁿɛ́	m ì rⁿ ɛ́
2581	(rain) fall (verb only)	Yanda_Dom	tɛ́gɛ́	t ɛ́ ɡ ɛ́
2582	(rain) fall (verb only)	Najamba	tɛ́gɛ́	t ɛ́ ɡ ɛ́
2583	(rain) fall (verb only)	Tiranige	tɛ́gɔ́	t ɛ́ ɡ ɔ́
2584	(rain) fall (verb only)	Mombo	píjé	p í dʒ é
2585	(rain) fall (verb only)	Bunoge	ɲî:	ɲ îː
2586	(rain) fall (verb only)	Penange	wwɛ́:	w w ɛ́ː
1435	(single) grain, seed, nut	Toro_Tegu	ìsɛ̌yⁿ	ì s ɛ̌ jⁿ
1436	(single) grain, seed, nut	Bangime	bùrù	b ù r ù
1437	(single) grain, seed, nut	Sangha_So	ìì sáá	ìː # s áː
1438	(single) grain, seed, nut	Ben_Tey	ìsâ:	ì s âː
1439	(single) grain, seed, nut	Ben_Tey	yî:	j îː
1440	(single) grain, seed, nut	Bankan_Tey	ìsâ:	ì s âː
1441	(single) grain, seed, nut	Nanga	ǹjâ	ǹ dʒ â
1442	(single) grain, seed, nut	Jamsay_Douentza	sɛ̌yⁿ	s ɛ̌ jⁿ
1443	(single) grain, seed, nut	Perge_Tegu	ìšɛ̌yⁿ	ì ʃ ɛ̌ jⁿ
1444	(single) grain, seed, nut	Gourou	î:ⁿ	îːⁿ
1445	(single) grain, seed, nut	Jamsay_Mondoro	sɛ̌yⁿ	s ɛ̌ jⁿ
1446	(single) grain, seed, nut	Togo_Kan	í:ⁿ	íːⁿ
1447	(single) grain, seed, nut	Yorno_So	î:	îː
1448	(single) grain, seed, nut	Tomo_Kan_Segue	mùʔìnì	m ù ʔ ì n ì
1449	(single) grain, seed, nut	Tommo_So	íí	íː
1450	(single) grain, seed, nut	Tommo_So	ìsǎy	ì s ǎ j
1451	(single) grain, seed, nut	Dogul_Dom	dèné	d è n é
1452	(single) grain, seed, nut	Dogul_Dom	sáỳ	s á j̀
1453	(single) grain, seed, nut	Tebul_Ure	íyɛ́	í j ɛ́
1454	(single) grain, seed, nut	Yanda_Dom	é:	éː
1455	(single) grain, seed, nut	Najamba	sê:ŋgò	s êː ŋ ɡ ò
1456	(single) grain, seed, nut	Najamba	sê:	s êː
1457	(single) grain, seed, nut	Tiranige	séŋgé	s é ŋ ɡ é
1458	(single) grain, seed, nut	Mombo	sí:	s íː
1459	(single) grain, seed, nut	Ampari	sêyⁿ	s ê jⁿ
1460	(single) grain, seed, nut	Bunoge	sè:	s èː
1461	(single) grain, seed, nut	Penange	sè:	s èː
3996	(snake) bite (sb)	Toro_Tegu	cɛ́rú	tʃ ɛ́ r ú
3997	(snake) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ́ r á
3998	(snake) bite (sb)	Bangime	táw̃á	t á wⁿ á
3999	(snake) bite (sb)	Sangha_So	kɛ́rú	k ɛ́ r ú
4000	(snake) bite (sb)	Ben_Tey	kúwó	k ú w ó
4001	(snake) bite (sb)	Bankan_Tey	kúwó	k ú w ó
4002	(snake) bite (sb)	Nanga	kúwó	k ú w ó
4003	(snake) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ́ r ɛ́
4004	(snake) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ́ r ɛ́
4005	(snake) bite (sb)	Gourou	kɛ́rɛ́	k ɛ́ r ɛ́
4006	(snake) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ́ r ɛ́
4007	(snake) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ́ r ɛ́
4008	(snake) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ́ r ɛ́
4009	(snake) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ́ r ɛ́
4010	(snake) bite (sb)	Dogul_Dom	kɛ̀rɛ́	k ɛ̀ r ɛ́
4011	(snake) bite (sb)	Yanda_Dom	kɛ́dɛ́	k ɛ́ d ɛ́
4012	(snake) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ́ d á l ì
4013	(snake) bite (sb)	Najamba	kɛ́rɛ́	k ɛ́ r ɛ́
4014	(snake) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ́ r ɔ́
4015	(snake) bite (sb)	Mombo	núŋgɛ́	n ú ŋ ɡ ɛ́
2805	(sth) not exist, there is/are not	Toro_Tegu	yⁿáŋ̀gó	jⁿ á ŋ̀ ɡ ó
2806	(sth) not exist, there is/are not	Bangime	béè	b êː
2807	(sth) not exist, there is/are not	Ben_Tey	ŋ̀gó	ŋ̀ ɡ ó
2808	(sth) not exist, there is/are not	Bankan_Tey	ŋ̀gǒ:	ŋ̀ ɡ ǒː
2809	(sth) not exist, there is/are not	Nanga	ŋ̀gó	ŋ̀ ɡ ó
2810	(sth) not exist, there is/are not	Jamsay_Douentza	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
2811	(sth) not exist, there is/are not	Perge_Tegu	ŋ̀gó	ŋ̀ ɡ ó
2812	(sth) not exist, there is/are not	Gourou	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
2813	(sth) not exist, there is/are not	Jamsay_Mondoro	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
2814	(sth) not exist, there is/are not	Togo_Kan	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
2815	(sth) not exist, there is/are not	Yorno_So	kɔ̀lɔ́	k ɔ̀ l ɔ́
2816	(sth) not exist, there is/are not	Tommo_So	òndú	ò n d ú
2817	(sth) not exist, there is/are not	Tommo_So	tòòlɛ́	t òː l ɛ́
2818	(sth) not exist, there is/are not	Dogul_Dom	bùnnù	b ù n n ù
2819	(sth) not exist, there is/are not	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó
2820	(sth) not exist, there is/are not	Yanda_Dom	ònú	ò n ú
2821	(sth) not exist, there is/are not	Najamba	òndí	ò n d í
2822	(sth) not exist, there is/are not	Najamba	òndú	ò n d ú
2823	(sth) not exist, there is/are not	Mombo	kóná:ⁿ ólì	k ó n áːⁿ # ó l ì
2824	(sth) not exist, there is/are not	Bunoge	ʔórì	ʔ ó r ì
2825	(sth) not exist, there is/are not	Penange	wǒl	w ǒ l
2124	African eggplant (similar to tomato) in two varieties	Toro_Tegu	kɛ́rɛ́bɛ́rɛ́	k ɛ́ r ɛ́ b ɛ́ r ɛ́
2125	African eggplant (similar to tomato) in two varieties	Bangime	tàŋkó	t à ŋ k ó
2126	African eggplant (similar to tomato) in two varieties	Sangha_So	kɛ́líjɛ́	k ɛ́ l í dʒ ɛ́
2127	African eggplant (similar to tomato) in two varieties	Ben_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́
2128	African eggplant (similar to tomato) in two varieties	Bankan_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́
2129	African eggplant (similar to tomato) in two varieties	Nanga	kɛ́wrɛ́	k ɛ́ w r ɛ́
2130	African eggplant (similar to tomato) in two varieties	Jamsay_Douentza	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́
2131	African eggplant (similar to tomato) in two varieties	Perge_Tegu	kɛ́wrɛ́	k ɛ́ w r ɛ́
2132	African eggplant (similar to tomato) in two varieties	Gourou	kɛ́rúwɛ́	k ɛ́ r ú w ɛ́
2133	African eggplant (similar to tomato) in two varieties	Jamsay_Mondoro	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́
2134	African eggplant (similar to tomato) in two varieties	Togo_Kan	kɛ́wɛ́rɛ́	k ɛ́ w ɛ́ r ɛ́
2135	African eggplant (similar to tomato) in two varieties	Yorno_So	kɛ́lbɛ́	k ɛ́ l b ɛ́
2136	African eggplant (similar to tomato) in two varieties	Tomo_Kan_Segue	cɛ́:lɛ́	tʃ ɛ́ː l ɛ́
2137	African eggplant (similar to tomato) in two varieties	Tommo_So	ànsààrà kɛ́lbɛ̀	à n s àː r à # k ɛ́ l b ɛ̀
2138	African eggplant (similar to tomato) in two varieties	Dogul_Dom	kɛ́lɛ̀bɛ̀	k ɛ́ l ɛ̀ b ɛ̀
2139	African eggplant (similar to tomato) in two varieties	Tebul_Ure	kɛ́lbá	k ɛ́ l b á
2140	African eggplant (similar to tomato) in two varieties	Yanda_Dom	cɛ́lbá	tʃ ɛ́ l b á
2141	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́ŋgó	k ɛ́ l b ɛ́ ŋ ɡ ó
2142	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́	k ɛ́ l b ɛ́
2143	African eggplant (similar to tomato) in two varieties	Tiranige	cɛ̀llɛ́	tʃ ɛ̀ l l ɛ́
2144	African eggplant (similar to tomato) in two varieties	Mombo	kélyé	k é l j é
2145	African eggplant (similar to tomato) in two varieties	Bunoge	têw	t ê w
2146	African eggplant (similar to tomato) in two varieties	Penange	kɛ́lbɛ́	k ɛ́ l b ɛ́
3701	all, every	Toro_Tegu	cěwlà:fú:	tʃ ě w l àː f úː
3702	all, every	Toro_Tegu	cɛ̌yyà:fú:	tʃ ɛ̌ j j àː f úː
3703	all, every	Toro_Tegu	kǒwlèyà:fú:	k ǒ w l è j àː f úː
3704	all, every	Toro_Tegu	kěylèyà:fú:	k ě j l è j àː f úː
3705	all, every	Bangime	páⁿ	p áⁿ
3706	all, every	Sangha_So	pùú	p ǔː
3707	all, every	Ben_Tey	wôy	w ô j
3708	all, every	Ben_Tey	dàⁿwôy	d àⁿ w ô j
3709	all, every	Ben_Tey	dòwôy	d ò w ô j
3710	all, every	Ben_Tey	náŋànà:	n á ŋ à n àː
3711	all, every	Ben_Tey	náŋnà:	n á ŋ n àː
3712	all, every	Ben_Tey	cɛ̂m	tʃ ɛ̂ m
3713	all, every	Ben_Tey	cɛ̂w	tʃ ɛ̂ w
3714	all, every	Bankan_Tey	bê:	b êː
3715	all, every	Nanga	kéréw	k é r é w
3716	all, every	Nanga	pɔ́s	p ɔ́ s
3717	all, every	Nanga	bé:ndè	b éː n d è
3718	all, every	Nanga	pú	p ú
3719	all, every	Nanga	fú	f ú
3720	all, every	Nanga	bú	b ú
3721	all, every	Jamsay_Douentza	cɛ̂w	tʃ ɛ̂ w
3722	all, every	Jamsay_Douentza	fú:	f úː
3723	all, every	Jamsay_Douentza	sóy	s ó j
3724	all, every	Perge_Tegu	kɛ̂w	k ɛ̂ w
3725	all, every	Perge_Tegu	pú	p ú
3726	all, every	Perge_Tegu	kéréw	k é r é w
3727	all, every	Gourou	kɛ̂w	k ɛ̂ w
3728	all, every	Jamsay_Mondoro	fú:	f úː
3729	all, every	Togo_Kan	sâⁿ	s âⁿ
3730	all, every	Yorno_So	pú	p ú
3731	all, every	Tommo_So	kɛ́m	k ɛ́ m
3732	all, every	Dogul_Dom	fú	f ú
3733	all, every	Yanda_Dom	cɛ̂m	tʃ ɛ̂ m
3734	all, every	Yanda_Dom	pú	p ú
3735	all, every	Najamba	dîn	d î n
3736	all, every	Tiranige	címà	tʃ í m à
3737	all, every	Mombo	sélè:	s é l èː
3738	all, every	Ampari	sáw	s á w
3739	all, every	Bunoge	kúndú	k ú n d ú
3740	all, every	Bunoge	sàkáy	s à k á j
3741	all, every	Penange	sèlè	s è l è
1782	ashes	Toro_Tegu	dòwⁿòsú	d ò wⁿ ò s ú
1783	ashes	Bangime	túɥɛ̀	t ú ɥ ɛ̀
1784	ashes	Sangha_So	únɔ́	ú n ɔ́
1785	ashes	Ben_Tey	dɔ̀yⁿɔ̌yⁿ	d ɔ̀ jⁿ ɔ̌ jⁿ
1786	ashes	Bankan_Tey	dɔ̀yⁿɔ̌yⁿ	d ɔ̀ jⁿ ɔ̌ jⁿ
1787	ashes	Nanga	dùyá	d ù j á
1788	ashes	Jamsay_Douentza	dɔ̀yⁿɔ́	d ɔ̀ jⁿ ɔ́
1789	ashes	Perge_Tegu	dɔ̀yⁿɔ́	d ɔ̀ jⁿ ɔ́
1790	ashes	Gourou	ɛ́:rⁿɛ̀	ɛ́ː rⁿ ɛ̀
1791	ashes	Togo_Kan	dɔ̀yⁿɛ́	d ɔ̀ jⁿ ɛ́
1792	ashes	Yorno_So	únɔ̀	ú n ɔ̀
1793	ashes	Tomo_Kan_Segue	dwɛ́ⁿ	d w ɛ́ⁿ
1794	ashes	Tommo_So	ɔ́índɛ́	ɔ́ í n d ɛ́
1795	ashes	Tommo_So	úndɔ́	ú n d ɔ́
1796	ashes	Dogul_Dom	dɔ́ɔ̀	d ɔ̂ː
1797	ashes	Tebul_Ure	dɔ̀ɛ́	d ɔ̀ ɛ́
1798	ashes	Yanda_Dom	dɔ̀yⁿɛ̀	d ɔ̀ jⁿ ɛ̀
1799	ashes	Najamba	dɔ̀dɛ̌:ŋgó	d ɔ̀ d ɛ̌ː ŋ ɡ ó
1800	ashes	Najamba	dɔ̀dɛ̌:	d ɔ̀ d ɛ̌ː
1801	ashes	Tiranige	dwɛ́:	d w ɛ́ː
1802	ashes	Mombo	dwɛ̂:	d w ɛ̂ː
1803	ashes	Ampari	dɔ̀:yé	d ɔ̀ː j é
1804	ashes	Bunoge	díwɔ̀	d í w ɔ̀
1805	ashes	Penange	dwɛ̀:	d w ɛ̀ː
4546	bad, no good	Toro_Tegu	mɔ̀sú	m ɔ̀ s ú
4547	bad, no good	Toro_Tegu	m̀bɔ̀sú	m̀ b ɔ̀ s ú
4548	bad, no good	Bangime	ʒàŋà	ʒ à ŋ à
4549	bad, no good	Bangime	jándà	dʒ á n d à
4550	bad, no good	Ben_Tey	mɔ̀sú	m ɔ̀ s ú
4551	bad, no good	Bankan_Tey	m̀bɔ̀sú	m̀ b ɔ̀ s ú
4552	bad, no good	Nanga	mɔ̀sí	m ɔ̀ s í
4553	bad, no good	Nanga	gɔ̀mî	ɡ ɔ̀ m î
4554	bad, no good	Jamsay_Douentza	mɔ̀ɲú	m ɔ̀ ɲ ú
4555	bad, no good	Perge_Tegu	mɔ̀sú	m ɔ̀ s ú
4556	bad, no good	Gourou	mɔ̀sú	m ɔ̀ s ú
4557	bad, no good	Jamsay_Mondoro	mɔ̀ɲú	m ɔ̀ ɲ ú
4558	bad, no good	Togo_Kan	mɔ̀ɲú	m ɔ̀ ɲ ú
4559	bad, no good	Yorno_So	mɔ̀ɲú	m ɔ̀ ɲ ú
4560	bad, no good	Yorno_So	sálá	s á l á
4561	bad, no good	Tommo_So	pàdíɛ́	p à d í ɛ́
4562	bad, no good	Tommo_So	sálá	s á l á
4563	bad, no good	Tommo_So	yámú	j á m ú
4564	bad, no good	Dogul_Dom	sálá	s á l á
4565	bad, no good	Tebul_Ure	sàmgɔ́	s à m ɡ ɔ́
4566	bad, no good	Tebul_Ure	sàmɛ́	s à m ɛ́
4567	bad, no good	Tebul_Ure	sàmbɔ́	s à m b ɔ́
4568	bad, no good	Yanda_Dom	gɔ̀mɔ̀	ɡ ɔ̀ m ɔ̀
4569	bad, no good	Yanda_Dom	mù	m ù
4570	bad, no good	Yanda_Dom	sálá	s á l á
4571	bad, no good	Yanda_Dom	mù	m ù
4572	bad, no good	Najamba	nɛ̀:ndɛ́:	n ɛ̀ː n d ɛ́ː
4573	bad, no good	Najamba	nè:ndá:	n èː n d áː
4574	bad, no good	Tiranige	mɔ́:ná	m ɔ́ː n á
4575	bad, no good	Mombo	yá:lá	j áː l á
4576	bad, no good	Bunoge	ɲàmì	ɲ à m ì
4577	bad, no good	Penange	ɲàm	ɲ à m
4578	bad, no good	Penange	pɔ́:lɔ́ wòlgà	p ɔ́ː l ɔ́ # w ò l ɡ à
4642	because	Toro_Tegu	sábù	s á b ù
4643	because	Toro_Tegu	sábì	s á b ì
4644	because	Toro_Tegu	sàbù dé	s à b ù # d é
4645	because	Toro_Tegu	sàbù déy	s à b ù # d é j
4646	because	Toro_Tegu	sàbì déy	s à b ì # d é j
4647	because	Bangime	kà jéró	k à # dʒ é r ó
4648	because	Ben_Tey	sábù dèy	s á b ù # d è j
4649	because	Bankan_Tey	sábù	s á b ù
4650	because	Nanga	dɛ̀rⁿí	d ɛ̀ rⁿ í
4651	because	Nanga	ságù	s á ɡ ù
4652	because	Jamsay_Douentza	sábù	s á b ù
4653	because	Perge_Tegu	bàyⁿ	b à jⁿ
4654	because	Perge_Tegu	sábù dèy	s á b ù # d è j
4655	because	Togo_Kan	sábú dè	s á b ú # d è
4656	because	Yorno_So	sàbù	s à b ù
4657	because	Tommo_So	gɛ díɛ́	ɡ ɛ # d í ɛ́
4658	because	Yanda_Dom	dàn	d à n
4659	because	Najamba	sábù	s á b ù
4660	because	Najamba	sàbù dé	s à b ù # d é
4661	because	Mombo	nɛ́:lá nâw	n ɛ́ː l á # n â w
589	belly	Toro_Tegu	bèté	b è t é
590	belly	Toro_Tegu	pùró	p ù r ó
591	belly	Bangime	kǒrɛ̀é	k ǒ r ɛ̀ é
592	belly	Sangha_So	bɛ̀rɛ́	b ɛ̀ r ɛ́
593	belly	Ben_Tey	pìré	p ì r é
594	belly	Bankan_Tey	pìré	p ì r é
595	belly	Nanga	bèndé	b è n d é
596	belly	Jamsay_Douentza	bɛ̀rɛ́	b ɛ̀ r ɛ́
597	belly	Perge_Tegu	bɛ̀rɛ́	b ɛ̀ r ɛ́
598	belly	Gourou	bɛ̀rɛ́	b ɛ̀ r ɛ́
599	belly	Togo_Kan	bǐn	b ǐ n
600	belly	Togo_Kan	bìní	b ì n í
601	belly	Yorno_So	bɛ̀rɛ́	b ɛ̀ r ɛ́
602	belly	Tomo_Kan_Segue	bìndì	b ì n d ì
603	belly	Tomo_Kan_Diangassagou	bìnì	b ì n ì
604	belly	Tommo_So	bɛ̀rɛ́	b ɛ̀ r ɛ́
605	belly	Dogul_Dom	bɛ̀rɔ́	b ɛ̀ r ɔ́
606	belly	Tebul_Ure	bèrǎ:	b è r ǎː
607	belly	Yanda_Dom	bɛ̀dɛ̀	b ɛ̀ d ɛ̀
608	belly	Najamba	kûl	k û l
609	belly	Najamba	kûl	k û l
610	belly	Tiranige	pìndì	p ì n d ì
611	belly	Mombo	píjí	p í dʒ í
612	belly	Ampari	kwé:	k w éː
613	belly	Bunoge	dólè	d ó l è
614	belly	Penange	jàŋgà	dʒ à ŋ ɡ à
4199	black, dark	Toro_Tegu	jɛ́m	dʒ ɛ́ m
4200	black, dark	Bangime	póɔ́rè	p ó ɔ́ r è
4201	black, dark	Sangha_So	gɛ́wⁿ	ɡ ɛ́ wⁿ
4202	black, dark	Ben_Tey	jéwⁿèwⁿ	dʒ é wⁿ è wⁿ
4203	black, dark	Ben_Tey	jéwⁿèm	dʒ é wⁿ è m
4204	black, dark	Ben_Tey	jéwⁿèyè	dʒ é wⁿ è j è
4205	black, dark	Bankan_Tey	jɛ̀mɛ̂yⁿ	dʒ ɛ̀ m ɛ̂ jⁿ
4206	black, dark	Nanga	jɛ́mí	dʒ ɛ́ m í
4207	black, dark	Jamsay_Douentza	jɛ́m	dʒ ɛ́ m
4208	black, dark	Perge_Tegu	jém	dʒ é m
4209	black, dark	Gourou	gɛ́m	ɡ ɛ́ m
4210	black, dark	Jamsay_Mondoro	jɛ́m	dʒ ɛ́ m
4211	black, dark	Togo_Kan	gɛ́ⁿ	ɡ ɛ́ⁿ
4212	black, dark	Yorno_So	gɛ́m	ɡ ɛ́ m
4213	black, dark	Tommo_So	gɛ́m	ɡ ɛ́ m
