ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
27	(1Pl all-purpose possessor)	Bunoge	ŋ́	ŋ́	DB
28	(1Pl all-purpose possessor)	Najamba	í	í	DB
29	(1Pl all-purpose possessor)	Najamba	í bɔ̀	í # b ɔ̀	DB
30	(1Pl all-purpose possessor)	Najamba	í yɛ̀	í # j ɛ̀	DB
31	(1Pl all-purpose possessor)	Penange	m̀bè	m̀ b è	DB
32	(1Pl all-purpose possessor)	Penange	m̀:	m̀ː	DB
33	(1Pl all-purpose possessor)	Togo_Kan	ɛ́mɛ́	ɛ́ m ɛ́	DB
34	(1Pl all-purpose possessor)	Tomo_Kan_Segue	bè	b è	DB
35	(1Pl all-purpose possessor)	Toro_Tegu	í	í	DB
36	(1Pl inalienable possessor)	Jamsay_Douentza	ɛ̀mɛ̀	ɛ̀ m ɛ̀	DB
37	(1Pl inalienable possessor)	Nanga	î:	îː	DB
38	(1Pl inalienable possessor)	Perge_Tegu	ì	ì	DB
39	(1Pl inalienable possessor)	Tebul_Ure	í	í	DB
40	(1Pl inalienable possessor)	Tiranige	nì	n ì	DB
41	(1Pl inalienable possessor)	Yanda_Dom	yè	j è	DB
42	(1Pl inalienable possessor)	Yorno_So	émɛ́	é m ɛ́	DB
43	(1Pl independent pronoun)	Ampari	ní	n í	DB
44	(1Pl independent pronoun)	Ben_Tey	î:	îː	DB
45	(1Pl independent pronoun)	Bunoge	mìyá	m ì j á	DB
46	(1Pl independent pronoun)	Jamsay_Douentza	ɛ́mɛ́	ɛ́ m ɛ́	DB
47	(1Pl independent pronoun)	Najamba	í	í	DB
48	(1Pl independent pronoun)	Nanga	î:	îː	DB
49	(1Pl independent pronoun)	Penange	ḿbé	ḿ b é	DB
50	(1Pl independent pronoun)	Perge_Tegu	í	í	DB
51	(1Pl independent pronoun)	Tebul_Ure	í	í	DB
52	(1Pl independent pronoun)	Tiranige	nì	n ì	DB
53	(1Pl independent pronoun)	Tiranige	níwⁿ	n í wⁿ	DB
54	(1Pl independent pronoun)	Togo_Kan	ɛ́mɛ́	ɛ́ m ɛ́	DB
55	(1Pl independent pronoun)	Tomo_Kan_Segue	bé	b é	DB
56	(1Pl independent pronoun)	Toro_Tegu	í	í	DB
57	(1Pl independent pronoun)	Yanda_Dom	yé	j é	DB
58	(1Pl independent pronoun)	Yorno_So	émɛ́	é m ɛ́	DB
59	(1Pl subject pronominal)	Ampari	ǹ	ǹ	DB
60	(1Pl subject pronominal)	Ben_Tey	ỳ∴	j̀	DB
61	(1Pl subject pronominal)	Bunoge	ŋ́	ŋ́	DB
62	(1Pl subject pronominal)	Jamsay_Douentza	y	j	DB
63	(1Pl subject pronominal)	Najamba	y	j	DB
64	(1Pl subject pronominal)	Nanga	ỳ∴	j̀	DB
65	(1Pl subject pronominal)	Penange	ŋ̀	ŋ̀	DB
66	(1Pl subject pronominal)	Perge_Tegu	y	j	DB
67	(1Pl subject pronominal)	Tebul_Ure	yⁿ	jⁿ	DB
68	(1Pl subject pronominal)	Tiranige	ní	n í	DB
69	(1Pl subject pronominal)	Tiranige	nì	n ì	DB
70	(1Pl subject pronominal)	Togo_Kan	ɛ́mɛ́	ɛ́ m ɛ́	DB
71	(1Pl subject pronominal)	Tomo_Kan_Segue	bè	b è	DB
72	(1Pl subject pronominal)	Toro_Tegu	í	í	DB
73	(1Pl subject pronominal)	Yanda_Dom	y	j	DB
74	(1Sg accusative, irregular only)	Nanga	ǹjíŋ	ǹ dʒ í ŋ	DB
75	(1Sg accusative, irregular only)	Togo_Kan	má	m á	DB
76	(1Sg accusative, irregular only)	Tomo_Kan_Segue	mìní	m ì n í	DB
77	(1Sg accusative, irregular only)	Yorno_So	míỳ	m í j̀	DB
78	(1Sg alienable possessor, all forms)	Jamsay_Douentza	má	m á	DB
79	(1Sg alienable possessor, all forms)	Perge_Tegu	má	m á	DB
80	(1Sg alienable possessor, all forms)	Tebul_Ure	kɔ̌:	k ɔ̌ː	DB
81	(1Sg alienable possessor, all forms)	Tiranige	mɛ̀:	m ɛ̀ː	DB
82	(1Sg alienable possessor, all forms)	Tiranige	mɛ̌:	m ɛ̌ː	DB
83	(1Sg alienable possessor, all forms)	Yanda_Dom	míyⁿɛ̀	m í jⁿ ɛ̀	DB
84	(1Sg alienable possessor, all forms)	Yorno_So	mɔ̀	m ɔ̀	DB
85	(1Sg all-purpose possessor)	Ampari	ǹ	ǹ	DB
86	(1Sg all-purpose possessor)	Bunoge	ŋ̀	ŋ̀	DB
87	(1Sg all-purpose possessor)	Najamba	mí	m í	DB
88	(1Sg all-purpose possessor)	Najamba	mí bɔ̀	m í # b ɔ̀	DB
89	(1Sg all-purpose possessor)	Najamba	mí yɛ̀	m í # j ɛ̀	DB
90	(1Sg all-purpose possessor)	Nanga	yɛ᷈:	j ɛ᷈ː	DB
91	(1Sg all-purpose possessor)	Nanga	kɔ᷈:	k ɔ᷈ː	DB
92	(1Sg all-purpose possessor)	Penange	ḿ	ḿ	DB
93	(1Sg all-purpose possessor)	Penange	m̀	m̀	DB
94	(1Sg all-purpose possessor)	Togo_Kan	mà	m à	DB
95	(1Sg all-purpose possessor)	Tomo_Kan_Segue	ǹ	ǹ	DB
96	(1Sg all-purpose possessor)	Toro_Tegu	m̀	m̀	DB
97	(1Sg dative (irregular)	Jamsay_Douentza	mìń	m ì ń	DB
98	(1Sg dative (irregular)	Najamba	ḿ mà	ḿ # m à	DB
99	(1Sg dative (irregular)	Nanga	bàrⁿí	b à rⁿ í	DB
100	(1Sg dative (irregular)	Perge_Tegu	mìrⁿú	m ì rⁿ ú	DB
101	(1Sg dative (irregular)	Togo_Kan	máǹ	m á ǹ	DB
102	(1Sg dative (irregular)	Tomo_Kan_Segue	ǹdó	ǹ d ó	DB
103	(1Sg inalienable possessor)	Jamsay_Douentza	mì	m ì	DB
104	(1Sg inalienable possessor)	Perge_Tegu	mì	m ì	DB
105	(1Sg inalienable possessor)	Tebul_Ure	mí	m í	DB
106	(1Sg inalienable possessor)	Tiranige	mì	m ì	DB
107	(1Sg inalienable possessor)	Yanda_Dom	mì	m ì	DB
108	(1Sg inalienable possessor)	Yorno_So	mú	m ú	DB
109	(1Sg independent pronoun)	Ampari	mi	m i	DB,LJ
110	(1Sg independent pronoun)	Bangime	mí	m í	DB,LJ
111	(1Sg independent pronoun)	Bankan_Tey	í	í	DB,LJ
112	(1Sg independent pronoun)	Ben_Tey	í	í	DB,LJ
113	(1Sg independent pronoun)	Bunoge	mì	m ì	DB,LJ
114	(1Sg independent pronoun)	Dogul_Dom	mí	m í	DB,LJ
115	(1Sg independent pronoun)	Jamsay_Douentza	mí	m í	DB,LJ
116	(1Sg independent pronoun)	Jamsay_Mondoro	mí	m í	DB,LJ
117	(1Sg independent pronoun)	Mombo	mí:	m íː	DB,LJ
118	(1Sg independent pronoun)	Najamba	mí	m í	DB,LJ
119	(1Sg independent pronoun)	Nanga	ǐ:ⁿ	ǐːⁿ	DB,LJ
120	(1Sg independent pronoun)	Penange	mí	m í	DB,LJ
121	(1Sg independent pronoun)	Perge_Tegu	mí	m í	DB,LJ
122	(1Sg independent pronoun)	Sangha_So	mú	m ú	DB,LJ
123	(1Sg independent pronoun)	Tebul_Ure	mí	m í	DB,LJ
124	(1Sg independent pronoun)	Tiranige	mì	m ì	DB,LJ
125	(1Sg independent pronoun)	Tiranige	míwⁿ	m í wⁿ	DB,LJ
126	(1Sg independent pronoun)	Togo_Kan	íⁿ	íⁿ	DB,LJ
127	(1Sg independent pronoun)	Tommo_So	mí	m í	DB,LJ
128	(1Sg independent pronoun)	Tomo_Kan_Diangassagou	mí	m í	DB,LJ
129	(1Sg independent pronoun)	Tomo_Kan_Segue	mí	m í	DB,LJ
130	(1Sg independent pronoun)	Toro_Tegu	mí	m í	DB,LJ
131	(1Sg independent pronoun)	Toro_Tegu	m̀ᵇí	m̀ í	DB,LJ
132	(1Sg independent pronoun)	Yanda_Dom	mí	m í	DB,LJ
133	(1Sg independent pronoun)	Yorno_So	mú	m ú	DB,LJ
134	(1Sg subject pronominal)	Ampari	ǹ	ǹ	DB
135	(1Sg subject pronominal)	Ben_Tey	ỳ	j̀	DB
136	(1Sg subject pronominal)	Bunoge	ŋ̀	ŋ̀	DB
137	(1Sg subject pronominal)	Jamsay_Douentza	m	m	DB
138	(1Sg subject pronominal)	Najamba	m	m	DB
139	(1Sg subject pronominal)	Nanga	ỳ	j̀	DB
140	(1Sg subject pronominal)	Penange	ŋ́	ŋ́	DB
141	(1Sg subject pronominal)	Perge_Tegu	m	m	DB
142	(1Sg subject pronominal)	Tebul_Ure	m	m	DB
143	(1Sg subject pronominal)	Tiranige	yⁿ	jⁿ	DB
144	(1Sg subject pronominal)	Togo_Kan	í	í	DB
145	(1Sg subject pronominal)	Tomo_Kan_Segue	ìⁿ	ìⁿ	DB
146	(1Sg subject pronominal)	Toro_Tegu	m̀	m̀	DB
147	(1Sg subject pronominal)	Yanda_Dom	m	m	DB
148	(1Sg subject pronominal)	Yorno_So	m	m	DB
149	(2Pl alienable possessor, all forms)	Jamsay_Douentza	é	é	DB
150	(2Pl alienable possessor, all forms)	Nanga	û: gɔ̀	ûː # ɡ ɔ̀	DB
151	(2Pl alienable possessor, all forms)	Nanga	û: yɛ̀	ûː # j ɛ̀	DB
152	(2Pl alienable possessor, all forms)	Perge_Tegu	é	é	DB
153	(2Pl alienable possessor, all forms)	Tebul_Ure	bígɛ̀	b í ɡ ɛ̀	DB
154	(2Pl alienable possessor, all forms)	Tebul_Ure	bígɛ̀mbɔ̀	b í ɡ ɛ̀ m b ɔ̀	DB
155	(2Pl alienable possessor, all forms)	Tiranige	ɛ̀wɛ́	ɛ̀ w ɛ́	DB
156	(2Pl alienable possessor, all forms)	Tiranige	ɛ̀wɛ̀	ɛ̀ w ɛ̀	DB
157	(2Pl alienable possessor, all forms)	Yanda_Dom	wɛ̂:ⁿ	w ɛ̂ːⁿ	DB
158	(2Pl alienable possessor, all forms)	Yorno_So	ɛ̀:	ɛ̀ː	DB
159	(2Pl all-purpose possessor)	Ampari	é	é	DB
160	(2Pl all-purpose possessor)	Ben_Tey	û:	ûː	DB
161	(2Pl all-purpose possessor)	Bunoge	á	á	DB
162	(2Pl all-purpose possessor)	Najamba	é	é	DB
163	(2Pl all-purpose possessor)	Najamba	ɛ́ bɔ̀	ɛ́ # b ɔ̀	DB
164	(2Pl all-purpose possessor)	Najamba	ɛ́ yɛ̀	ɛ́ # j ɛ̀	DB
165	(2Pl all-purpose possessor)	Penange	àbè	à b è	DB
166	(2Pl all-purpose possessor)	Togo_Kan	é	é	DB
167	(2Pl all-purpose possessor)	Tomo_Kan_Segue	è	è	DB
168	(2Pl all-purpose possessor)	Toro_Tegu	á	á	DB
169	(2Pl inalienable possessor)	Jamsay_Douentza	è	è	DB
170	(2Pl inalienable possessor)	Nanga	û:	ûː	DB
171	(2Pl inalienable possessor)	Perge_Tegu	è	è	DB
172	(2Pl inalienable possessor)	Tebul_Ure	bí	b í	DB
173	(2Pl inalienable possessor)	Tiranige	è	è	DB
174	(2Pl inalienable possessor)	Yanda_Dom	wò	w ò	DB
175	(2Pl inalienable possessor)	Yorno_So	é	é	DB
176	(2Pl independent pronoun)	Ampari	é	é	DB
177	(2Pl independent pronoun)	Ben_Tey	û:	ûː	DB
178	(2Pl independent pronoun)	Bunoge	òyá	ò j á	DB
179	(2Pl independent pronoun)	Jamsay_Douentza	é	é	DB
180	(2Pl independent pronoun)	Najamba	é	é	DB
181	(2Pl independent pronoun)	Nanga	û:	ûː	DB
182	(2Pl independent pronoun)	Penange	ábé	á b é	DB
183	(2Pl independent pronoun)	Perge_Tegu	é	é	DB
184	(2Pl independent pronoun)	Tebul_Ure	bí	b í	DB
185	(2Pl independent pronoun)	Tiranige	è	è	DB
186	(2Pl independent pronoun)	Tiranige	éwⁿ	é wⁿ	DB
187	(2Pl independent pronoun)	Togo_Kan	é	é	DB
188	(2Pl independent pronoun)	Tomo_Kan_Segue	é	é	DB
189	(2Pl independent pronoun)	Toro_Tegu	á	á	DB
190	(2Pl independent pronoun)	Yanda_Dom	wó	w ó	DB
191	(2Pl independent pronoun)	Yorno_So	é	é	DB
192	(2Pl subject pronominal)	Ampari	è	è	DB
193	(2Pl subject pronominal)	Ben_Tey	ẁ∴	ẁ	DB
194	(2Pl subject pronominal)	Bunoge	á	á	DB
195	(2Pl subject pronominal)	Jamsay_Douentza	bè	b è	DB
196	(2Pl subject pronominal)	Najamba	e:	eː	DB
197	(2Pl subject pronominal)	Najamba	ɛ:	ɛː	DB
198	(2Pl subject pronominal)	Nanga	ẁ∴	ẁ	DB
199	(2Pl subject pronominal)	Penange	à	à	DB
200	(2Pl subject pronominal)	Perge_Tegu	bè	b è	DB
201	(2Pl subject pronominal)	Tebul_Ure	yⁿ	jⁿ	DB
202	(2Pl subject pronominal)	Tiranige	é	é	DB
203	(2Pl subject pronominal)	Tiranige	è	è	DB
204	(2Pl subject pronominal)	Togo_Kan	é	é	DB
205	(2Pl subject pronominal)	Tomo_Kan_Segue	è	è	DB
206	(2Pl subject pronominal)	Toro_Tegu	á	á	DB
207	(2Pl subject pronominal)	Yanda_Dom	y	j	DB
208	(2Pl subject pronominal)	Yorno_So	y	j	DB
209	(2Sg alienable possessor, all forms)	Jamsay_Douentza	ú	ú	DB
210	(2Sg alienable possessor, all forms)	Nanga	ú gɔ̀	ú # ɡ ɔ̀	DB
211	(2Sg alienable possessor, all forms)	Nanga	ú yɛ̂	ú # j ɛ̂	DB
212	(2Sg alienable possessor, all forms)	Perge_Tegu	ú	ú	DB
213	(2Sg alienable possessor, all forms)	Tebul_Ure	úwɔ̀	ú w ɔ̀	DB
214	(2Sg alienable possessor, all forms)	Tebul_Ure	úwɔ̀mbɔ̀	ú w ɔ̀ m b ɔ̀	DB
215	(2Sg alienable possessor, all forms)	Tiranige	ɔ̀wɛ́	ɔ̀ w ɛ́	DB
216	(2Sg alienable possessor, all forms)	Tiranige	ɔ̀wɛ̀	ɔ̀ w ɛ̀	DB
217	(2Sg alienable possessor, all forms)	Yanda_Dom	ɔ́yⁿɛ̀	ɔ́ jⁿ ɛ̀	DB
218	(2Sg alienable possessor, all forms)	Yorno_So	ɔ̀:	ɔ̀ː	DB
219	(2Sg all-purpose possessor)	Ampari	ó	ó	DB
220	(2Sg all-purpose possessor)	Ben_Tey	ú	ú	DB
221	(2Sg all-purpose possessor)	Bunoge	à	à	DB
222	(2Sg all-purpose possessor)	Najamba	ó	ó	DB
223	(2Sg all-purpose possessor)	Najamba	ɔ́ bɔ̀	ɔ́ # b ɔ̀	DB
224	(2Sg all-purpose possessor)	Najamba	ɔ́ yɛ̀	ɔ́ # j ɛ̀	DB
225	(2Sg all-purpose possessor)	Penange	á	á	DB
226	(2Sg all-purpose possessor)	Penange	à	à	DB
227	(2Sg all-purpose possessor)	Togo_Kan	ú	ú	DB
228	(2Sg all-purpose possessor)	Tomo_Kan_Segue	à	à	DB
229	(2Sg all-purpose possessor)	Toro_Tegu	ú	ú	DB
230	(2Sg inalienable possessor)	Jamsay_Douentza	ù	ù	DB
231	(2Sg inalienable possessor)	Nanga	ú	ú	DB
232	(2Sg inalienable possessor)	Perge_Tegu	ù	ù	DB
233	(2Sg inalienable possessor)	Tebul_Ure	ú	ú	DB
234	(2Sg inalienable possessor)	Tiranige	ò	ò	DB
235	(2Sg inalienable possessor)	Yanda_Dom	ó	ó	DB
236	(2Sg inalienable possessor)	Yorno_So	ú	ú	DB
237	(2Sg independent pronoun)	Ampari	ó	ó	DB,LJ
238	(2Sg independent pronoun)	Bangime	à	à	DB,LJ
239	(2Sg independent pronoun)	Bankan_Tey	ú	ú	DB,LJ
240	(2Sg independent pronoun)	Ben_Tey	ú	ú	DB,LJ
241	(2Sg independent pronoun)	Bunoge	ò	ò	DB,LJ
242	(2Sg independent pronoun)	Dogul_Dom	ó	ó	DB,LJ
243	(2Sg independent pronoun)	Jamsay_Douentza	ú	ú	DB,LJ
244	(2Sg independent pronoun)	Jamsay_Mondoro	í	í	DB,LJ
245	(2Sg independent pronoun)	Mombo	ó:	óː	DB,LJ
246	(2Sg independent pronoun)	Najamba	ó	ó	DB,LJ
247	(2Sg independent pronoun)	Nanga	ú	ú	DB,LJ
248	(2Sg independent pronoun)	Penange	ó	ó	DB,LJ
249	(2Sg independent pronoun)	Perge_Tegu	ú	ú	DB,LJ
250	(2Sg independent pronoun)	Sangha_So	ú	ú	DB,LJ
251	(2Sg independent pronoun)	Tebul_Ure	ú	ú	DB,LJ
252	(2Sg independent pronoun)	Tiranige	ò	ò	DB,LJ
253	(2Sg independent pronoun)	Tiranige	ó:	óː	DB,LJ
254	(2Sg independent pronoun)	Togo_Kan	ú	ú	DB,LJ
255	(2Sg independent pronoun)	Tommo_So	ú	ú	DB,LJ
256	(2Sg independent pronoun)	Tomo_Kan_Diangassagou	á	á	DB,LJ
257	(2Sg independent pronoun)	Tomo_Kan_Segue	á	á	DB,LJ
258	(2Sg independent pronoun)	Toro_Tegu	ú	ú	DB,LJ
259	(2Sg independent pronoun)	Yanda_Dom	ó	ó	DB,LJ
260	(2Sg independent pronoun)	Yorno_So	ú	ú	DB,LJ
261	(2Sg subject pronominal)	Ampari	ò	ò	DB
262	(2Sg subject pronominal)	Ben_Tey	ẁ	ẁ	DB
263	(2Sg subject pronominal)	Bunoge	à	à	DB
264	(2Sg subject pronominal)	Jamsay_Douentza	w	w	DB
265	(2Sg subject pronominal)	Najamba	o:	oː	DB
266	(2Sg subject pronominal)	Najamba	ɔ:	ɔː	DB
267	(2Sg subject pronominal)	Nanga	ẁ	ẁ	DB
268	(2Sg subject pronominal)	Penange	á	á	DB
269	(2Sg subject pronominal)	Perge_Tegu	w	w	DB
270	(2Sg subject pronominal)	Tebul_Ure	wⁿ	wⁿ	DB
271	(2Sg subject pronominal)	Tiranige	w	w	DB
272	(2Sg subject pronominal)	Togo_Kan	ú	ú	DB
273	(2Sg subject pronominal)	Tomo_Kan_Segue	à	à	DB
274	(2Sg subject pronominal)	Toro_Tegu	ú	ú	DB
275	(2Sg subject pronominal)	Yanda_Dom	w	w	DB
276	(2Sg subject pronominal)	Yorno_So	w	w	DB
277	(3Pl all-purpose alienable possessor)	Jamsay_Douentza	bé	b é	DB
278	(3Pl all-purpose alienable possessor)	Nanga	bû: gɔ̀	b ûː # ɡ ɔ̀	DB
279	(3Pl all-purpose alienable possessor)	Nanga	bû: yɛ̀	b ûː # j ɛ̀	DB
280	(3Pl all-purpose alienable possessor)	Tebul_Ure	búgɔ̀	b ú ɡ ɔ̀	DB
281	(3Pl all-purpose alienable possessor)	Tebul_Ure	búgɔ̀mbɔ̀	b ú ɡ ɔ̀ m b ɔ̀	DB
282	(3Pl all-purpose alienable possessor)	Tiranige	cɛ̀wɛ́	tʃ ɛ̀ w ɛ́	DB
283	(3Pl all-purpose alienable possessor)	Yanda_Dom	bwɛ̂:ⁿ	b w ɛ̂ːⁿ	DB
284	(3Pl all-purpose inalienable possessor)	Jamsay_Douentza	bè	b è	DB
285	(3Pl all-purpose inalienable possessor)	Nanga	bû:	b ûː	DB
286	(3Pl all-purpose inalienable possessor)	Tebul_Ure	bú	b ú	DB
287	(3Pl all-purpose inalienable possessor)	Tiranige	cè	tʃ è	DB
288	(3Pl all-purpose inalienable possessor)	Yanda_Dom	bò	b ò	DB
289	(3Pl all-purpose independent pronoun)	Ampari	ké	k é	DB
290	(3Pl all-purpose independent pronoun)	Bunoge	àyⁿá	à jⁿ á	DB
291	(3Pl all-purpose independent pronoun)	Penange	ŋké	ŋ k é	DB
292	(3Pl all-purpose independent pronoun)	Tiranige	cè	tʃ è	DB
293	(3Pl all-purpose independent pronoun)	Tiranige	céwⁿ	tʃ é wⁿ	DB
294	(3Pl all-purpose independent pronoun)	Yanda_Dom	bó	b ó	DB
295	(3Pl all-purpose possessor)	Ampari	kè	k è	DB
296	(3Pl all-purpose possessor)	Bunoge	âŋ	â ŋ	DB
297	(3Pl all-purpose possessor)	Togo_Kan	bé	b é	DB
298	(3Pl all-purpose possessor)	Tomo_Kan_Segue	bò	b ò	DB
299	(3Pl all-purpose subject pronominal)	Tomo_Kan_Segue	ɛ:	ɛː	DB
300	(3Pl animate [including human] pronoun)	Ben_Tey	bû:	b ûː	DB
301	(3Pl animate [including human] pronoun)	Najamba	bé	b é	DB
302	(3Pl animate [including human] pronoun)	Nanga	bû:	b ûː	DB
303	(3Pl animate [including human] pronoun)	Tebul_Ure	bú	b ú	DB
304	(3Pl animate all-purpose possessor)	Ben_Tey	bû:	b ûː	DB
305	(3Pl animate all-purpose possessor)	Najamba	bé	b é	DB
306	(3Pl animate all-purpose possessor)	Najamba	bɛ́ bɔ̀	b ɛ́ # b ɔ̀	DB
307	(3Pl animate all-purpose possessor)	Najamba	bɛ́ yɛ̀	b ɛ́ # j ɛ̀	DB
308	(3Pl human alienable possessor, all forms)	Perge_Tegu	bé	b é	DB
309	(3Pl human alienable possessor, all forms)	Yorno_So	bèmɛ̀	b è m ɛ̀	DB
310	(3Pl human all-purpose possessor)	Toro_Tegu	bɛ̀	b ɛ̀	DB
311	(3Pl human inalienable possessor)	Perge_Tegu	bè	b è	DB
312	(3Pl human inalienable possessor)	Yorno_So	bé	b é	DB
313	(3Pl human pronoun)	Jamsay_Douentza	bé	b é	DB
314	(3Pl human pronoun)	Perge_Tegu	bé	b é	DB
315	(3Pl human pronoun)	Togo_Kan	bé	b é	DB
316	(3Pl human pronoun)	Tomo_Kan_Segue	bó	b ó	DB
317	(3Pl human pronoun)	Toro_Tegu	bé	b é	DB
318	(3Pl human pronoun)	Yorno_So	bé	b é	DB
319	(3Pl human subject pronominal)	Jamsay_Douentza	ba	b a	DB
320	(3Pl human subject pronominal)	Perge_Tegu	bɔ̀	b ɔ̀	DB
321	(3Pl human subject pronominal)	Togo_Kan	bé	b é	DB
322	(3Pl human subject pronominal)	Toro_Tegu	=bɛ́	b ɛ́	DB
323	(3Pl inanimate (subject pronominal)	Toro_Tegu	=kɛ́	k ɛ́	DB
324	(3Pl inanimate (subject pronominal)	Toro_Tegu	=cɛ́	tʃ ɛ́	DB
325	(3Pl inanimate all-purpose possessor)	Najamba	ké	k é	DB
326	(3Pl inanimate all-purpose possessor)	Toro_Tegu	kɛ̀	k ɛ̀	DB
327	(3Pl inanimate all-purpose possessor)	Toro_Tegu	cɛ̀	tʃ ɛ̀	DB
328	(3Pl inanimate pronoun)	Najamba	ké	k é	DB
329	(3Pl inanimate pronoun)	Nanga	kû:	k ûː	DB
330	(3Pl inanimate pronoun)	Tebul_Ure	yí	j í	DB
331	(3Pl inanimate pronoun)	Tomo_Kan_Segue	kó wé	k ó # w é	DB
332	(3Pl inanimate pronoun)	Toro_Tegu	ké	k é	DB
333	(3Pl inanimate pronoun)	Toro_Tegu	cé	tʃ é	DB
334	(3Sg all-purpose alienable possessor)	Tebul_Ure	kɔ̀ń	k ɔ̀ ń	DB
335	(3Sg all-purpose alienable possessor)	Tiranige	nɛ̀wɛ́	n ɛ̀ w ɛ́	DB
336	(3Sg all-purpose alienable possessor)	Yanda_Dom	nɛ̂:ⁿ	n ɛ̂ːⁿ	DB
337	(3Sg all-purpose inalienable possessor)	Tebul_Ure	ń	ń	DB
338	(3Sg all-purpose inalienable possessor)	Tiranige	nà	n à	DB
339	(3Sg all-purpose inalienable possessor)	Yanda_Dom	nà	n à	DB
340	(3Sg all-purpose independent pronoun)	Ampari	á	á	DB,LJ
341	(3Sg all-purpose independent pronoun)	Bangime	mì	m ì	DB,LJ
342	(3Sg all-purpose independent pronoun)	Bankan_Tey	ɛ́rⁿɛ́	ɛ́ rⁿ ɛ́	DB,LJ
343	(3Sg all-purpose independent pronoun)	Bunoge	ǎwⁿ	ǎ wⁿ	DB,LJ
344	(3Sg all-purpose independent pronoun)	Dogul_Dom	í	í	DB,LJ
345	(3Sg all-purpose independent pronoun)	Jamsay_Mondoro	ú	ú	DB,LJ
346	(3Sg all-purpose independent pronoun)	Mombo	ɛ́:	ɛ́ː	DB,LJ
347	(3Sg all-purpose independent pronoun)	Penange	ɔ̀nɔ̀	ɔ̀ n ɔ̀	DB,LJ
348	(3Sg all-purpose independent pronoun)	Sangha_So	wó	w ó	DB,LJ
349	(3Sg all-purpose independent pronoun)	Tommo_So	wó	w ó	DB,LJ
350	(3Sg all-purpose independent pronoun)	Yanda_Dom	ná	n á	DB,LJ
351	(3Sg all-purpose possessor)	Ampari	nà	n à	DB
352	(3Sg all-purpose possessor)	Bunoge	nà	n à	DB
353	(3Sg all-purpose possessor)	Nanga	nɔ̀	n ɔ̀	DB
354	(3Sg all-purpose possessor)	Penange	ná	n á	DB
355	(3Sg all-purpose possessor)	Penange	nà	n à	DB
356	(3Sg all-purpose subject pronominal)	Ampari	á	á	DB
357	(3Sg animate [including human] pronoun)	Ben_Tey	ɛ́rⁿɛ́	ɛ́ rⁿ ɛ́	DB
358	(3Sg animate [including human] pronoun)	Najamba	mó	m ó	DB
359	(3Sg animate [including human] pronoun)	Nanga	ńnɛ́	ń n ɛ́	DB
360	(3Sg animate [including human] pronoun)	Tebul_Ure	ńnè	ń n è	DB
361	(3Sg animate all-purpose possessor)	Ben_Tey	ɛ́rⁿɛ́	ɛ́ rⁿ ɛ́	DB
362	(3Sg animate all-purpose possessor)	Najamba	mó	m ó	DB
